fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
1000.0,0.9413706739526411,0.4465139136864506,0.21527777777777785,0.2795789824884128,53.8%,59.9%,62.2%,58.4%,30.1%,43.4%,41.6%,30.2%,14.2%,9.9%,7.5%,14.2%
1500.0,0.6783767413688673,0.3299529634791944,0.22768886975318997,0.12073490813648298,53.3%,59.7%,62.9%,51.1%,36.9%,32.6%,31.8%,39.0%,8.0%,11.9%,8.2%,16.8%
2000.0,0.469233371059855,0.23461668552992754,0.06396271578919972,0.1706539697407277,62.4%,61.7%,50.2%,62.5%,28.6%,33.2%,31.4%,29.6%,19.2%,6.3%,15.0%,14.6%
2500.0,0.35978835978835977,0.17724867724867724,0.09259259259259259,0.08994708994708997,54.1%,69.7%,63.9%,52.2%,38.6%,42.3%,32.2%,22.1%,14.5%,0.6%,13.9%,15.1%
3000.0,0.3186722965048087,0.11111111111111108,0.11608804441316754,0.09147314098053008,48.2%,69.5%,56.7%,63.7%,39.0%,30.0%,32.2%,25.6%,19.8%,12.0%,6.0%,19.6%
3500.0,0.38474985757068914,0.09779638244783427,0.16882153835842229,0.11813193676443254,55.0%,64.4%,49.9%,52.0%,28.7%,35.1%,44.3%,24.4%,14.7%,3.7%,11.6%,14.0%
4000.0,0.3047569905155045,0.14396284829721367,0.04933903385915768,0.11145510835913312,54.4%,68.7%,53.2%,60.0%,40.2%,33.1%,42.8%,30.7%,7.8%,14.1%,17.3%,10.0%
4500.0,0.32194051295975745,0.1542669336682166,0.07760015386529998,0.0900734254262409,55.6%,69.8%,53.4%,53.2%,41.3%,38.1%,29.9%,22.6%,11.7%,8.1%,8.2%,8.3%
5000.0,0.37243128964059197,0.186215644820296,0.08334038054968287,0.10287526427061311,64.8%,64.2%,62.1%,46.6%,40.4%,43.8%,36.6%,36.3%,18.9%,3.4%,7.4%,19.1%
6000.0,0.3555702138955701,0.16949152542372886,0.08474576271186443,0.1013329257599768,49.8%,65.8%,60.4%,52.1%,31.8%,43.7%,32.3%,24.1%,10.6%,7.8%,7.0%,9.3%
7000.0,0.34211017740429506,0.09094304388422042,0.12405851229380643,0.1271086212262682,49.8%,65.3%,60.4%,55.9%,31.8%,42.9%,33.6%,36.8%,5.5%,8.1%,11.8%,17.8%
8000.0,0.2924150822161863,0.10260229562779291,0.12555857355647068,0.06425421303192269,52.7%,69.4%,48.7%,50.3%,26.1%,43.8%,29.7%,22.4%,16.4%,5.0%,14.2%,10.9%
