fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,391,20.21994884910486,7906.0,3325.03997109059,95.00114203115972,154,113,124
4500.0,371,20.951482479784367,7773.0,3623.006985895706,80.51126635323791,164,104,103
5500.0,393,18.572519083969464,7299.0,2587.8570096416292,47.0519456298478,139,137,117
6500.0,374,20.165775401069517,7542.0,3022.2443751427236,46.496067309888055,146,140,88
7000.0,399,20.26817042606516,8087.0,7000.0,100.0,162,137,100
7500.0,364,20.63736263736264,7512.0,3377.583078571702,45.0344410476227,156,106,102
8000.0,396,19.795454545454547,7839.0,4777.814630442243,59.72268288052803,170,137,89
8500.0,381,19.519685039370078,7437.0,6240.923941124679,73.42263460146681,153,131,97
9000.0,392,18.964285714285715,7434.0,7444.3478624865,82.71497624985,157,137,98
9500.0,364,22.208791208791208,8084.0,3482.5185382011755,36.65808987580185,140,106,118
10000.0,352,21.681818181818183,7632.0,3314.638540317176,33.14638540317176,146,119,87
15000.0,393,20.25699745547074,7961.0,7787.190987496365,51.914606583309094,158,156,79
