fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,7906.0,20.21994884910486,391,4138.0,154,26.87012987012987,52.339994940551485,2180.0,113,19.292035398230087,27.57399443460663,1588.0,124,12.806451612903226,20.086010624841894,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3558.0,228,45.003794586390086,1699.0,14,21.49000758917278,718.0,65,9.081710093599797,677.0,62,8.563116620288389,648.0,12,8.19630660258032,606.0,10,7.665064507968632,,,
4500.0,7773.0,20.951482479784367,371,4186.0,164,25.524390243902438,53.85308117843818,2048.0,104,19.692307692307693,26.347613534028046,1539.0,103,14.941747572815533,19.79930528753377,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3520.0,204,45.284960761610705,1332.0,12,17.13624083365496,751.0,68,9.66164929885501,625.0,63,8.040653544320083,773.0,12,9.944680303615078,762.0,11,9.803164801235043,10.0,1.0,0.1286504567091213
5500.0,7299.0,18.572519083969464,393,3597.0,139,25.87769784172662,49.28072338676531,2442.0,137,17.824817518248175,33.456637895602135,1260.0,117,10.76923076923077,17.26263871763255,63.6%,21.8%,65.6%,57.7%,24.5%,9.4%,41.7%,33.7%,2.4%,26.5%,70.3%,61.1%,3232.0,230,44.28003836141937,1507.0,20,20.646663926565285,737.0,64,10.097273599123167,673.0,56,9.220441156322783,610.0,13,8.357309220441156,540.0,10,7.398273736128237,,,
6500.0,7542.0,20.165775401069517,374,4079.0,146,27.938356164383563,54.08379740121983,2090.0,140,14.928571428571429,27.711482365420316,1373.0,88,15.602272727272727,18.20472023335985,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3277.0,219,43.45001325908247,1636.0,15,21.691858923362503,652.0,56,8.644921771413419,686.0,61,9.095730575444179,563.0,12,7.464863431450544,689.0,10,9.135507822858658,39.0,1.0,0.5171042163882259
7000.0,8087.0,20.26817042606516,399,4009.0,162,24.746913580246915,49.573389390379624,2465.0,137,17.99270072992701,30.481018919253124,1613.0,100,16.13,19.945591690367255,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3553.0,221,43.93471002844071,1513.0,17,18.709039198713988,870.0,75,10.758006677383456,799.0,64,9.880054408309633,727.0,12,8.989736614319279,625.0,10,7.7284530728329415,,,
7500.0,7512.0,20.63736263736264,364,4302.0,156,27.576923076923077,57.26837060702875,1774.0,106,16.735849056603772,23.615548455804046,1436.0,102,14.07843137254902,19.116080937167197,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3765.0,213,50.11980830670927,1204.0,11,16.02768903088392,664.0,60,8.839190628328009,669.0,57,8.905750798722046,619.0,12,8.240149094781684,591.0,11,7.867412140575079,,,
8000.0,7839.0,19.795454545454547,396,3820.0,170,22.470588235294116,48.730705447123356,2517.0,137,18.37226277372263,32.10868733256793,1502.0,89,16.876404494382022,19.160607220308712,22.2%,68.1%,35.3%,19.6%,78.5%,43.2%,62.6%,40.3%,16.7%,36.3%,65.3%,78.1%,2664.0,206,33.98392652123995,2168.0,21,27.656588850618704,907.0,75,11.570353361398137,786.0,71,10.026789131266742,718.0,13,9.159331547391249,596.0,10,7.6030105880852155,,,
8500.0,7437.0,19.519685039370078,381,4210.0,153,27.516339869281047,56.60884765362377,2138.0,131,16.3206106870229,28.748151136210836,1089.0,97,11.22680412371134,14.64300121016539,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3220.0,207,43.29702837165524,1217.0,14,16.3641253193492,862.0,71,11.590695172784725,733.0,64,9.856124781497916,706.0,12,9.493075164716956,602.0,10,8.094661826005108,97.0,3.0,1.3042893639908566
9000.0,7434.0,18.964285714285715,392,3886.0,157,24.751592356687897,52.27333871401668,2128.0,137,15.532846715328468,28.625235404896422,1420.0,98,14.489795918367347,19.101425881086897,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3376.0,206,45.41296744686576,1337.0,15,17.984934086629,899.0,77,12.09308582189938,757.0,70,10.182943233790692,463.0,14,6.2281409739036855,602.0,10,8.097928436911488,,,
9500.0,8084.0,22.208791208791208,364,4350.0,140,31.071428571428573,53.80999505195447,2142.0,106,20.20754716981132,26.496783770410687,1592.0,118,13.491525423728813,19.693221177634832,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3791.0,194,46.8951014349332,1267.0,14,15.672934190994559,724.0,65,8.955962394854032,734.0,68,9.079663532904503,805.0,12,9.95794161306284,727.0,10,8.993072736269173,36.0,1.0,0.4453240969816922
