fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
100,21.78120273216848,6.144298918516244,8.503955378968513,7.132948434683722,37.1%,52.3%,29.4%,14.0%,17.8%,20.2%,11.8%,19.1%,42.5%,11.6%,23.1%,24.0%
1000,10.53649180320352,4.364357804719848,3.0860669992418357,3.0860669992418357,19.5%,60.1%,13.9%,31.3%,22.2%,39.6%,17.0%,29.2%,16.2%,6.9%,15.1%,12.7%
5000,23.07917786400138,6.7597346921555435,6.7597346921555435,9.559708479690293,25.6%,31.7%,41.7%,45.5%,29.2%,7.2%,35.5%,21.2%,38.1%,9.9%,37.7%,31.7%
10000,16.786162711586023,6.992058987801009,4.21637021355784,5.577733510227171,25.6%,31.7%,41.7%,45.5%,29.2%,7.2%,35.5%,21.2%,38.1%,9.9%,37.7%,31.7%
50000,13.141314128713187,3.849001794597507,5.443310539518174,3.849001794597507,19.5%,60.1%,13.9%,31.3%,22.2%,39.6%,17.0%,29.2%,16.2%,6.9%,15.1%,12.7%
100000,13.141314128713187,5.443310539518174,3.849001794597507,3.849001794597507,44.1%,45.1%,30.2%,14.0%,21.8%,16.4%,38.2%,36.9%,20.3%,15.1%,21.6%,11.6%
500000,18.665905501461992,7.731671212680126,5.467117144390933,5.467117144390933,25.6%,31.7%,41.7%,45.5%,29.2%,7.2%,35.5%,21.2%,38.1%,9.9%,37.7%,31.7%
1000000,13.111639190219616,3.162277660168377,4.472135954999578,5.477225575051662,19.5%,60.1%,13.9%,31.3%,22.2%,39.6%,17.0%,29.2%,16.2%,6.9%,15.1%,12.7%
