fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,380,20.339473684210525,7729.0,3500.0,100.0,156,131,93
4500.0,362,23.96685082872928,8676.0,2989.4335995166016,66.4318577670356,150,121,91
5500.0,373,21.46112600536193,8005.0,5500.0,100.0,151,107,115
6500.0,396,21.20959595959596,8399.0,5568.188885016144,85.66444438486376,163,118,115
7000.0,386,20.326424870466322,7846.0,3307.060303433866,47.2437186204838,137,131,118
7500.0,364,18.167582417582416,6613.0,3078.6091529146956,41.04812203886261,169,114,81
8000.0,376,19.18882978723404,7215.0,5354.213718288944,66.9276714786118,166,113,97
8500.0,382,19.615183246073297,7493.0,4829.467492041664,56.81726461225487,153,136,93
9000.0,386,17.440414507772022,6732.0,5871.107201883778,65.23452446537532,169,108,109
9500.0,382,19.75130890052356,7545.0,4197.497093859087,44.184179935358806,184,102,96
10000.0,381,20.761154855643046,7910.0,4194.383520839158,41.94383520839158,166,99,116
15000.0,424,17.375,7367.0,5858.598543683784,39.05732362455856,199,104,121
