fps_value,percentage_used,total_subsidy_used,low_amount,low_percentage_of_used,low_percentage_of_total_fps,middle_amount,middle_percentage_of_used,middle_percentage_of_total_fps,high_amount,high_percentage_of_used,high_percentage_of_total_fps
1000.0,100.0,1000.0,675.1649013814668,67.5164901381467,67.5164901381467,211.99158760059402,21.199158760059404,21.199158760059404,112.84351101793916,11.284351101793916,11.284351101793916
1500.0,100.0,1500.0,921.8289622303381,61.4552641486892,61.4552641486892,548.2409899028002,36.54939932685334,36.54939932685334,29.93004786686164,1.9953365244574428,1.9953365244574428
2000.0,100.0,2000.0,1264.927063928022,63.2463531964011,63.2463531964011,621.3940945349674,31.06970472674837,31.06970472674837,113.67884153701132,5.683942076850566,5.683942076850566
2500.0,87.53937176047694,2188.4842940119233,1427.6427557378352,65.2343158067945,57.105710229513406,709.4109590818023,32.41562943919109,28.37643836327209,51.430579192286686,2.3500547540144456,2.0572231676914674
3000.0,91.78022138816,2753.4066416448,1560.9100691241874,56.69013960799296,52.030335637472916,1036.589400939528,37.64752308145453,34.5529800313176,155.90717158108617,5.662337310552576,5.196905719369539
3500.0,68.34526956451454,2392.0844347580087,1587.3088432522031,66.35672303986965,45.35168123577723,571.9467906104846,23.90997501174513,16.341336874585274,232.82880089532262,9.733301948385295,6.652251454152075
4000.0,71.46522156652767,2858.6088626611067,1833.7522511764685,64.14841411599804,45.843806279411716,765.2245484390004,26.769123906187204,19.13061371097501,259.63206304563863,9.082461977814784,6.490801576140965
4500.0,64.5079281591069,2902.8567671598103,1894.7609403627355,65.27228493662787,42.10579867472746,706.5734405259645,24.340623640803486,15.701632011688101,301.52238627111035,10.387091422568654,6.7004974726913415
5000.0,45.00430940093783,2250.2154700468914,1616.526711743738,71.83875203337979,32.33053423487476,481.895838689591,21.415541982721724,9.63791677379182,151.792919613563,6.745705983898503,3.03585839227126
6000.0,44.56291641589843,2673.774984953906,1853.609347076049,69.32555497402876,30.893489117934152,765.7766036223263,28.640278554910925,12.76294339370544,54.38903425553038,2.034166471060317,0.9064839042588398
7000.0,46.324728030421994,3242.73096212954,2393.6196454705187,73.81493171726464,34.19456636386455,600.6076231835557,18.52166060637758,8.580108902622225,248.50369347546533,7.663407676357769,3.5500527639352186
8000.0,26.3465018397738,2107.720147181904,1307.981532588183,62.05669829256034,16.349769157352288,586.4981293111551,27.826186037806007,7.33122661638944,213.2404852825644,10.117115669633582,2.665506066032055
