fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
1000.0,0.8935697199943717,0.4121212121212122,0.20606060606060606,0.27538790181255357,48.5%,62.0%,45.4%,52.0%,34.1%,40.7%,33.0%,38.2%,20.2%,1.9%,24.3%,17.4%
1500.0,0.735632183908046,0.3541888849389737,0.14942528735632182,0.23201801161275032,55.3%,54.4%,49.9%,48.6%,43.7%,26.9%,27.6%,33.3%,21.9%,3.4%,14.6%,7.8%
2000.0,0.5156711261855412,0.25747126436781614,0.1287356321839081,0.12946422963381699,45.4%,65.6%,62.5%,57.3%,36.8%,35.1%,32.2%,30.6%,11.7%,3.8%,5.2%,16.8%
2500.0,0.41811782988253576,0.19661429397737717,0.08005156889538226,0.14145196700977636,47.4%,67.6%,52.1%,60.9%,28.7%,35.6%,43.5%,38.1%,20.3%,14.4%,22.1%,12.2%
3000.0,0.3956409965059796,0.1698411120264371,0.06853582554517137,0.15726405893437115,48.9%,64.2%,50.9%,51.5%,36.6%,43.7%,43.5%,24.8%,16.5%,1.8%,10.4%,7.9%
3500.0,0.36796402771634973,0.15132684652808495,0.10517470145953117,0.11146247972873363,52.9%,65.9%,55.2%,52.0%,42.6%,34.6%,25.3%,39.5%,15.8%,6.8%,15.5%,10.6%
4000.0,0.29696307888483153,0.13088599084217228,0.11204358662261643,0.054033501420042804,46.4%,65.1%,64.8%,47.7%,43.7%,35.5%,34.3%,32.4%,9.7%,5.6%,14.5%,5.5%
4500.0,0.3265849295344474,0.10840108401084006,0.11426230541375172,0.10392154010985562,56.8%,69.8%,54.2%,50.7%,41.6%,33.9%,40.9%,36.8%,15.2%,1.2%,14.4%,6.0%
5000.0,0.3694133260470743,0.1125336664194543,0.13018549600773724,0.12669416361988284,55.4%,67.3%,58.2%,46.9%,42.8%,26.4%,27.8%,22.9%,8.5%,0.8%,6.6%,6.4%
6000.0,0.2478653530377668,0.0476190476190476,0.10571975916803505,0.09452654625068413,54.1%,69.7%,63.9%,52.2%,38.6%,42.3%,32.2%,22.1%,17.7%,0.6%,16.8%,15.1%
7000.0,0.34100100589946447,0.13420547535546318,0.056195525106706994,0.1506000054372943,56.8%,69.8%,54.2%,50.7%,41.6%,33.9%,40.9%,36.8%,15.2%,1.2%,14.4%,6.0%
8000.0,0.41368230756281604,0.1954197132380387,0.12148958127483919,0.09677301304993813,56.5%,66.1%,47.9%,54.3%,32.7%,29.3%,43.1%,24.8%,13.6%,14.5%,19.9%,8.3%
