fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_public_time,mode_public_trips,mode_public_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage
1000.0,5177.0,20.301960784313724,255,3183.0,107,29.747663551401867,61.483484643615995,1426.0,91,15.67032967032967,27.54491017964072,568.0,57,9.964912280701755,10.971605176743287,55.3%,54.4%,49.9%,48.6%,43.7%,26.9%,27.6%,33.3%,17.7%,3.4%,12.2%,7.8%,2087.0,29,40.31292254201275,1371.0,104,26.48251883330114,563.0,56,10.875024145257871,438.0,51,8.460498358122464,412.0,9,7.9582769943983,306.0,6,5.910759126907475
1500.0,4283.0,15.862962962962962,270,2448.0,103,23.766990291262136,57.15619892598646,1243.0,107,11.616822429906541,29.02171375204296,592.0,60,9.866666666666667,13.82208732197058,47.8%,52.9%,52.3%,63.3%,27.2%,32.5%,44.8%,39.6%,17.9%,0.0%,12.2%,18.3%,1008.0,12,23.534905440112073,1869.0,130,43.637637170207796,589.0,58,13.752042960541678,637.0,64,14.872752743404154,103.0,3,2.4048564090590707,77.0,3,1.7978052766752277
2000.0,3844.0,14.08058608058608,273,2205.0,126,17.5,57.3621227887617,845.0,58,14.568965517241379,21.982310093652448,794.0,89,8.92134831460674,20.65556711758585,57.2%,62.0%,52.3%,51.7%,42.2%,26.2%,41.3%,36.6%,10.4%,1.8%,9.6%,19.8%,319.0,5,8.298647242455775,1517.0,112,39.46409989594173,697.0,76,18.132154006243496,617.0,66,16.05098855359001,556.0,10,14.464099895941725,138.0,4,3.5900104058272633
2500.0,3774.0,14.295454545454545,264,2138.0,133,16.075187969924812,56.650768415474296,1080.0,77,14.025974025974026,28.61685214626391,556.0,54,10.296296296296296,14.732379438261791,58.6%,64.1%,47.3%,64.0%,38.6%,37.4%,34.8%,31.5%,13.6%,9.4%,6.8%,17.3%,414.0,7,10.969793322734498,1442.0,101,38.208797032326444,596.0,64,15.792262851086381,653.0,70,17.30259671436142,307.0,12,8.134605193428722,362.0,10,9.591944886062533
3000.0,3911.0,13.627177700348431,287,1883.0,114,16.517543859649123,48.146254154947584,987.0,95,10.389473684210527,25.23651240092048,1041.0,78,13.346153846153847,26.617233444131937,52.1%,66.0%,62.9%,59.1%,26.2%,36.1%,36.4%,21.2%,16.4%,0.4%,6.8%,13.9%,509.0,6,13.014574277678342,1519.0,138,38.83917156737407,609.0,58,15.571465098440296,733.0,71,18.74200971618512,359.0,7,9.179238046535412,182.0,7,4.6535412937867555
3500.0,3450.0,12.969924812030076,266,1966.0,135,14.562962962962963,56.98550724637681,607.0,59,10.288135593220339,17.594202898550726,877.0,72,12.180555555555555,25.420289855072465,45.0%,62.9%,62.8%,48.9%,29.5%,40.1%,34.3%,36.3%,9.5%,5.4%,13.6%,16.5%,494.0,9,14.318840579710146,1465.0,120,42.46376811594203,528.0,61,15.304347826086955,638.0,67,18.492753623188406,251.0,7,7.275362318840579,74.0,2,2.1449275362318843
4000.0,3822.0,14.314606741573034,267,2420.0,136,17.794117647058822,63.317634746206174,750.0,74,10.135135135135135,19.623233908948194,652.0,57,11.43859649122807,17.05913134484563,60.1%,53.3%,60.2%,59.6%,25.3%,42.4%,34.1%,21.6%,19.2%,5.6%,6.4%,9.8%,677.0,11,17.713239141810572,1331.0,109,34.8246991104134,619.0,62,16.19570905285191,628.0,67,16.431187859759287,275.0,9,7.195185766614339,292.0,9,7.639979068550497
4500.0,3741.0,13.907063197026023,269,1967.0,122,16.12295081967213,52.57952419139268,1027.0,80,12.8375,27.452552793370756,747.0,67,11.149253731343284,19.96792301523657,45.0%,62.9%,62.8%,48.9%,29.5%,40.1%,34.3%,36.3%,9.5%,5.4%,13.6%,16.5%,452.0,5,12.082330927559475,1620.0,110,43.30392943063352,646.0,63,17.26811013098102,739.0,86,19.75407645014702,202.0,3,5.399625768511093,82.0,2,2.1919272921678696
5000.0,3517.0,13.074349442379182,269,1933.0,119,16.243697478991596,54.961615012794994,956.0,78,12.256410256410257,27.182257605914135,628.0,72,8.722222222222221,17.85612738129087,59.8%,57.1%,61.9%,48.5%,29.4%,37.4%,40.0%,36.8%,19.5%,4.8%,5.1%,13.1%,216.0,4,6.141597952800682,1397.0,114,39.72135342621552,614.0,63,17.45806084731305,710.0,72,20.187659937446686,369.0,11,10.491896502701167,211.0,5,5.999431333522889
6000.0,3714.0,14.5078125,256,1981.0,122,16.237704918032787,53.338718362951,1181.0,68,17.36764705882353,31.798599892299407,552.0,66,8.363636363636363,14.862681744749596,57.0%,66.2%,59.0%,64.4%,41.6%,27.8%,37.2%,22.5%,15.4%,6.0%,17.8%,18.0%,117.0,4,3.150242326332795,1550.0,109,41.73397953688745,601.0,61,16.182014001077004,644.0,67,17.339795368874526,552.0,10,14.862681744749596,250.0,5,6.731287022078622
7000.0,3640.0,13.531598513011152,269,2065.0,125,16.52,56.730769230769226,865.0,73,11.849315068493151,23.763736263736263,710.0,71,10.0,19.505494505494507,62.1%,67.0%,48.9%,55.5%,30.1%,33.6%,31.3%,30.5%,6.1%,8.9%,10.1%,9.7%,308.0,5,8.461538461538462,1307.0,111,35.90659340659341,589.0,58,16.181318681318682,671.0,78,18.434065934065934,378.0,9,10.384615384615385,387.0,8,10.631868131868131
