fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_low_walk,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_middle_walk,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,alloc_high_walk
100,40.54184050073618,14.37665189869465,9.281240123327345,16.88394847871418,35.0%,58.2%,23.2%,42.6%,10.5%,11.0%,7.6%,33.2%,25.6%,15.0%,24.5%,11.1%,17.4%,8.7%,3.1%
