fps_value,avg_equity,equity_low,equity_middle,equity_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public
3500.0,0.6983809376769081,0.3010941279398898,0.20272554166023365,0.1945612680767845,49.4%,64.3%,56.7%,4.0%,14.2%,51.3%,65.8%,7.8%,22.6%,1.5%,28.3%,52.0%
4500.0,0.5213224152603939,0.16218208748098537,0.21245911653159918,0.14668121124780947,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
5500.0,0.48188205237385573,0.1892555531899795,0.1028741750053226,0.18975232417855362,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%
6500.0,0.3947340197340196,0.15489060489060485,0.08815958815958816,0.15168382668382663,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
7000.0,0.572688405505743,0.2331711632021229,0.13571361558977652,0.2038036267138435,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%
7500.0,0.27642837307785756,0.13821418653892878,0.0296500225623937,0.1085641639765351,58.5%,79.7%,19.5%,26.9%,75.1%,49.1%,47.9%,58.7%,61.3%,38.0%,31.9%,50.6%
8000.0,0.5472089645154594,0.26653800926886634,0.15408867676558058,0.1265822784810126,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%
8500.0,0.5802410513671719,0.29012052568358593,0.16659657134746855,0.12352395433611733,23.8%,78.1%,21.0%,60.8%,50.1%,64.8%,47.7%,24.4%,47.4%,57.6%,6.2%,40.2%
9000.0,0.3915362435366039,0.18041404241620493,0.11049808004214202,0.1006241210782569,75.1%,78.3%,12.6%,42.2%,27.9%,72.5%,8.0%,77.6%,4.4%,31.9%,49.2%,65.8%
9500.0,0.33164387867358164,0.12365012011405233,0.08784602950090925,0.12014772905862003,55.4%,77.5%,4.1%,44.3%,32.7%,27.0%,5.4%,56.6%,29.0%,33.2%,21.3%,60.0%
10000.0,0.46655784650630006,0.22307969235804284,0.060729831451480955,0.18274832269677632,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%
15000.0,0.41001813600398024,0.16866598341392514,0.09576199876647651,0.14559015382357862,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%
