fps_value,total_trips,avg_trip_time,total_system_travel_time,total_subsidy_used,percentage_used,low_trip_count,middle_trip_count,high_trip_count
3500.0,389,18.688946015424165,7270.0,2805.2650003854023,80.15042858244007,173,96,120
4500.0,382,19.75130890052356,7545.0,4197.497093859087,93.27771319686859,184,102,96
5500.0,367,19.42506811989101,7129.0,3573.1338606971035,64.96607019449279,155,123,89
6500.0,391,19.465473145780052,7611.0,3576.7073879115783,55.02626750633197,175,125,91
7000.0,381,19.876640419947506,7573.0,6790.409556659545,97.00585080942207,150,136,95
7500.0,400,17.8525,7141.0,3356.5116800642663,44.75348906752355,176,119,105
8000.0,389,19.776349614395887,7693.0,4920.399191927713,61.504989899096415,162,124,103
8500.0,393,19.78117048346056,7774.0,8019.514816113856,94.34723313075123,178,129,86
9000.0,372,20.024193548387096,7449.0,3552.9132727753304,39.47681414194811,180,96,96
9500.0,364,19.71153846153846,7175.0,6062.168368402236,63.81229861476039,176,86,102
10000.0,424,17.375,7367.0,5858.598543683784,58.58598543683784,199,104,121
15000.0,383,19.386422976501304,7425.0,6644.226238299655,44.29484158866437,182,111,90
