fps_value,total_system_travel_time,avg_trip_time,total_trips,low_total_time,low_trip_count,low_avg_time,low_percentage,middle_total_time,middle_trip_count,middle_avg_time,middle_percentage,high_total_time,high_trip_count,high_avg_time,high_percentage,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,mode_public_time,mode_public_trips,mode_public_percentage,mode_walk_time,mode_walk_trips,mode_walk_percentage,mode_UberLike2_time,mode_UberLike2_trips,mode_UberLike2_percentage,mode_UberLike1_time,mode_UberLike1_trips,mode_UberLike1_percentage,mode_BikeShare2_time,mode_BikeShare2_trips,mode_BikeShare2_percentage,mode_BikeShare1_time,mode_BikeShare1_trips,mode_BikeShare1_percentage,mode_MaaS_Bundle_time,mode_MaaS_Bundle_trips,mode_MaaS_Bundle_percentage
3500.0,7270.0,18.688946015424165,389,3907.0,173,22.583815028901736,53.741403026134805,1807.0,96,18.822916666666668,24.85557083906465,1556.0,120,12.966666666666667,21.40302613480055,68.0%,62.9%,45.1%,67.7%,33.5%,17.4%,46.2%,75.1%,76.3%,2.8%,3.1%,17.3%,3459.0,229,47.579092159559835,1198.0,14,16.478679504814306,714.0,67,9.821182943603851,688.0,54,9.463548830811554,634.0,12,8.720770288858322,577.0,13,7.936726272352132,,,
4500.0,7545.0,19.75130890052356,382,4787.0,184,26.016304347826086,63.44599072233267,1490.0,102,14.607843137254902,19.748177601060306,1268.0,96,13.208333333333334,16.805831676607024,58.6%,46.5%,70.3%,77.7%,37.5%,39.7%,74.8%,50.3%,72.2%,36.5%,60.3%,15.2%,3377.0,220,44.75811795891318,1583.0,15,20.98078197481776,788.0,62,10.444002650762094,743.0,62,9.847581179589133,550.0,10,7.289595758780649,504.0,13,6.679920477137177,,,
5500.0,7129.0,19.42506811989101,367,3788.0,155,24.438709677419354,53.135082059194836,1950.0,123,15.853658536585366,27.353064945995232,1391.0,89,15.629213483146067,19.51185299480993,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3806.0,215,53.38757188946557,759.0,12,10.646654509748913,684.0,59,9.594613550287558,689.0,57,9.66474961425165,623.0,12,8.738953569925656,533.0,10,7.476504418572031,35.0,2.0,0.49095244774863234
6500.0,7611.0,19.465473145780052,391,3997.0,175,22.84,52.516095125476284,2220.0,125,17.76,29.168309026409144,1394.0,91,15.31868131868132,18.315595848114572,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3818.0,230,50.164235974247795,1051.0,13,13.808960714754958,723.0,68,9.499408750492707,696.0,56,9.144659046117463,591.0,12,7.765076862435947,681.0,10,8.947575877020103,51.0,2.0,0.6700827749310209
7000.0,7573.0,19.876640419947506,381,4009.0,150,26.726666666666667,52.93806945728245,2293.0,136,16.860294117647058,30.278621418196224,1271.0,95,13.378947368421052,16.783309124521324,32.3%,75.6%,51.4%,63.0%,59.1%,60.2%,2.4%,22.1%,78.7%,55.5%,16.3%,50.7%,3212.0,194,42.413838637263964,1641.0,19,21.669087547867424,903.0,83,11.923940314274397,754.0,63,9.956424138386373,522.0,12,6.8929090188828726,541.0,10,7.14380034332497,,,
7500.0,7141.0,17.8525,400,3775.0,176,21.448863636363637,52.86374457358913,2114.0,119,17.764705882352942,29.603696961209913,1252.0,105,11.923809523809524,17.532558465200953,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,3698.0,234,51.785464220697385,843.0,9,11.805069318022685,716.0,65,10.026606917798627,693.0,69,9.704523176025766,659.0,13,9.228399383839799,532.0,10,7.44993698361574,,,
8000.0,7693.0,19.776349614395887,389,4253.0,162,26.253086419753085,55.284024437800596,2383.0,124,19.217741935483872,30.976212140907318,1057.0,103,10.262135922330097,13.739763421292084,70.2%,54.1%,42.6%,54.4%,32.6%,13.4%,29.4%,21.1%,75.1%,74.6%,43.4%,3.6%,3083.0,215,40.075393214610685,1789.0,20,23.254907058364747,864.0,69,11.230989210971012,671.0,61,8.72221500064994,516.0,14,6.70739633432991,770.0,10,10.009099181073704,,,
8500.0,7774.0,19.78117048346056,393,4405.0,178,24.747191011235955,56.66323642912272,1949.0,129,15.108527131782946,25.070748649343965,1420.0,86,16.511627906976745,18.266014921533316,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,3063.0,197,39.40056598919475,1770.0,19,22.768201697967587,917.0,84,11.795729354257782,817.0,70,10.509390275276562,679.0,11,8.73424234628248,466.0,10,5.994340108052483,62.0,2.0,0.797530228968356
9000.0,7449.0,20.024193548387096,372,4016.0,180,22.31111111111111,53.91327694992617,1835.0,96,19.114583333333332,24.634179084440866,1598.0,96,16.645833333333332,21.45254396563297,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,4145.0,220,55.645053027251976,901.0,11,12.09558329977178,749.0,69,10.055040945093301,646.0,51,8.672305007383542,565.0,11,7.584910726271983,409.0,9,5.490669888575648,34.0,1.0,0.4564371056517654
9500.0,7175.0,19.71153846153846,364,3996.0,176,22.704545454545453,55.69337979094077,2088.0,86,24.27906976744186,29.10104529616725,1091.0,102,10.696078431372548,15.205574912891986,32.1%,62.4%,59.0%,60.4%,57.0%,8.4%,78.0%,78.0%,55.4%,71.8%,28.3%,73.3%,3447.0,190,48.041811846689896,1644.0,17,22.912891986062718,789.0,74,10.99651567944251,718.0,70,10.006968641114982,187.0,5,2.6062717770034842,360.0,7,5.017421602787456,30.0,1.0,0.4181184668989547
10000.0,7367.0,17.375,424,4496.0,199,22.592964824120603,61.0289127188815,1715.0,104,16.490384615384617,23.279489615854487,1156.0,121,9.553719008264462,15.691597665264014,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,3216.0,234,43.65413329713588,1094.0,14,14.850006787023212,799.0,77,10.845663092167774,714.0,68,9.69186914619248,684.0,12,9.284647753495317,769.0,16,10.438441699470612,91.0,3.0,1.2352382245147278
15000.0,7425.0,19.386422976501304,383,4078.0,182,22.406593406593405,54.92255892255892,2067.0,111,18.62162162162162,27.83838383838384,1280.0,90,14.222222222222221,17.23905723905724,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,2991.0,201,40.282828282828284,1576.0,15,21.225589225589225,833.0,76,11.218855218855218,779.0,66,10.491582491582491,612.0,13,8.242424242424242,570.0,10,7.6767676767676765,64.0,2.0,0.8619528619528619
