fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,0.0,0.0,0.0,0.0,43.3%,5.3%,4.3%,32.4%,3.7%,54.5%,54.4%,77.0%,29.7%,75.6%,47.9%,5.9%,0.0,0.0,0.0,0.0
4500.0,0.0,0.0,0.0,0.0,58.7%,45.2%,17.7%,23.3%,65.6%,11.7%,13.0%,16.9%,61.7%,42.0%,36.1%,27.1%,0.0,0.0,0.0,0.0
5500.0,0.0,0.0,0.0,0.0,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,0.0,0.0,0.0,0.0
6500.0,0.0,0.0,0.0,0.0,44.4%,78.5%,33.9%,65.4%,61.9%,2.7%,14.4%,48.5%,51.2%,77.4%,62.2%,25.0%,0.0,0.0,0.0,0.0
7000.0,9.020810878314542,1.8266992409039347,2.4603587063974004,4.733752931013207,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,23.191082802547772,23.824742268041238,16.63063063063063,21.364383561643837
7500.0,7.148035886731723,2.864113043753761,2.7548223138774333,1.5291005291005284,48.2%,70.3%,6.0%,60.7%,51.6%,57.5%,59.7%,27.9%,62.5%,26.8%,50.2%,55.4%,22.059880239520957,16.440944881889763,17.666666666666668,19.195767195767196
8000.0,5.456978067067105,1.3480189550498878,0.4817383953656069,3.6272207166516104,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,22.76536312849162,21.89908256880734,17.790123456790123,21.417344173441734
8500.0,7.253055669709404,2.591962402687013,4.374790619765491,0.2863026472568997,59.0%,76.7%,79.7%,78.3%,15.4%,67.6%,75.8%,68.1%,46.1%,46.5%,34.6%,61.0%,23.383419689119172,16.416666666666668,20.50515463917526,20.79145728643216
9000.0,11.468395041283262,4.288520128967374,0.2855254111798615,6.894349501136027,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,29.07909604519774,24.505050505050505,17.89622641509434,24.790575916230367
9500.0,5.947074950566346,1.3464172962002507,0.8509903961584655,3.74966725820763,63.5%,79.8%,19.9%,70.6%,68.3%,13.8%,26.0%,44.9%,14.3%,30.7%,25.0%,71.0%,21.226519337016576,20.73109243697479,16.130434782608695,19.880102040816325
10000.0,8.775935458989663,3.394691097016679,0.3659913577834253,5.015253004189558,73.2%,58.6%,78.0%,79.9%,42.1%,23.4%,72.9%,62.2%,55.4%,64.3%,58.6%,48.9%,24.206060606060607,20.445378151260503,15.79611650485437,20.811369509043928
15000.0,7.327481153851856,2.9411867753854004,0.005785259925421116,4.380509118541035,57.2%,76.9%,27.0%,20.9%,42.4%,30.2%,10.4%,32.1%,28.4%,7.1%,12.2%,10.3%,25.54491017964072,22.5979381443299,18.223214285714285,22.60372340425532
