fps_value,travel_time_equity_index,deviation_low,deviation_middle,deviation_high,alloc_low_bike,alloc_low_car,alloc_low_MaaS_Bundle,alloc_low_public,alloc_middle_bike,alloc_middle_car,alloc_middle_MaaS_Bundle,alloc_middle_public,alloc_high_bike,alloc_high_car,alloc_high_MaaS_Bundle,alloc_high_public,avg_travel_time_low,avg_travel_time_middle,avg_travel_time_high,overall_avg_travel_time
3500.0,12.90093484871942,5.252428845751659,3.8927053824362616,3.755800620531499,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,25.02013422818792,15.875,16.011904761904763,19.76770538243626
4500.0,6.408799190096868,2.6618031954373222,0.14420485175202202,3.602791142907524,26.1%,73.7%,8.9%,56.1%,71.3%,50.6%,26.7%,12.1%,41.2%,11.4%,75.7%,49.8%,23.731884057971016,21.214285714285715,17.46728971962617,21.070080862533693
5500.0,4.567368616507128,1.7726442869126124,0.2711032046303039,2.5236211249642118,3.8%,74.8%,59.8%,59.3%,68.1%,49.6%,1.5%,61.8%,15.5%,24.6%,20.0%,76.8%,22.791411042944784,20.747663551401867,18.49514563106796,21.01876675603217
6500.0,6.561121475702002,2.728022678048159,3.488576909661667,0.3445218879921761,59.8%,75.5%,52.0%,25.8%,27.8%,17.9%,70.5%,71.8%,66.7%,71.3%,77.9%,9.8%,25.94610778443114,19.729508196721312,22.873563218390803,23.21808510638298
7000.0,5.97163672138775,0.7022128629129689,1.925745290495641,3.34367856797914,41.6%,73.1%,53.1%,33.1%,11.6%,25.0%,22.3%,71.2%,53.1%,52.9%,51.8%,26.5%,23.180722891566266,24.404255319148938,19.134831460674157,22.478510028653297
7500.0,5.190816558324769,1.8006446365635433,0.2626549518222596,3.1275169699389664,59.8%,75.5%,52.0%,25.8%,27.8%,17.9%,70.5%,71.8%,66.7%,71.3%,77.9%,9.8%,23.44943820224719,21.386138613861387,18.52127659574468,21.648793565683647
8000.0,10.591980413389958,4.2101641186148235,0.18845171431378205,6.193364580461353,72.3%,44.4%,1.0%,47.4%,19.3%,40.4%,68.7%,26.4%,73.4%,44.7%,34.5%,76.4%,26.683098591549296,22.28448275862069,16.27956989247312,22.472934472934472
8500.0,4.919119769119771,2.0151515151515156,2.8166666666666664,0.08730158730158877,10.5%,73.9%,77.6%,34.8%,35.0%,22.2%,79.6%,24.2%,64.5%,13.0%,15.4%,13.0%,27.515151515151516,22.683333333333334,25.58730158730159,25.5
9000.0,9.481283732484524,3.5598107327672466,0.048699462821602424,5.872773536895675,44.4%,78.5%,33.9%,65.4%,61.9%,2.7%,14.4%,48.5%,51.2%,77.4%,62.2%,25.0%,24.43258426966292,20.824074074074073,15.0,20.872773536895675
9500.0,6.945342955511954,1.242776603241719,1.7769181173436515,3.9256482349265838,60.5%,59.6%,61.4%,79.8%,52.5%,21.3%,69.7%,59.7%,44.2%,8.9%,9.3%,78.2%,21.848837209302324,22.382978723404257,16.68041237113402,20.606060606060606
10000.0,5.131402994244596,1.8623027691527803,1.6796588081980808,1.5894414168937345,54.9%,77.6%,51.7%,39.3%,6.7%,26.7%,70.4%,53.3%,24.7%,25.9%,61.1%,4.7%,23.976744186046513,20.434782608695652,20.525,22.114441416893733
15000.0,4.162508997773571,1.7709677419354826,2.3009441384736427,0.09059711736444598,60.3%,79.8%,45.5%,27.6%,78.0%,73.0%,14.1%,48.2%,18.6%,42.6%,20.8%,38.9%,22.75483870967742,18.682926829268293,21.074468085106382,20.983870967741936
